#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
SteCoeF_107.g1084.t1 -          CaMKII_AD            PF08332.17        49    4.9   0.0   1.4e+02    3.4   0.0   1.8   1   0   0   1   1   1   0 -
SteCoeF_123.g47.t1   -          CaMKII_AD            PF08332.17        49    4.9   0.2   1.3e+02    3.6   0.2   1.7   1   0   0   1   1   1   0 -
SteCoeF_001.g272.t1  -          CaMKII_AD            PF08332.17        49    4.9   0.0        88    4.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_125.g290.t1  -          CaMKII_AD            PF08332.17        49    4.9   0.0   2.2e+02    2.8   0.0   2.1   2   0   0   2   2   2   0 -
SteCoeF_034.g826.t1  -          CaMKII_AD            PF08332.17        49    4.9   0.3        79    4.2   0.2   1.6   1   1   0   1   1   1   0 -
SteCoeF_021.g583.t1  -          CaMKII_AD            PF08332.17        49    4.9   0.0        95    4.0   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_010.g1128.t1 -          CaMKII_AD            PF08332.17        50    4.9   0.2        61    4.6   0.2   1.3   1   1   0   1   1   1   0 -
SteCoeF_108.g130.t1  -          CaMKII_AD            PF08332.17        50    4.9   0.9   1.2e+02    3.6   0.8   1.7   1   1   0   1   1   1   0 -
SteCoeF_075.g1133.t1 -          CaMKII_AD            PF08332.17        50    4.9   0.6   1.5e+02    3.4   0.2   2.0   2   0   0   2   2   2   0 -
SteCoeF_064.g1139.t1 -          CaMKII_AD            PF08332.17        50    4.9   0.2     1e+02    3.8   0.2   1.8   1   1   0   1   1   1   0 -
SteCoeF_093.g1111.t1 -          CaMKII_AD            PF08332.17        51    4.9   0.0        54    4.8   0.0   1.1   1   0   0   1   1   1   0 -
SteCoeF_116.g207.t1  -          CaMKII_AD            PF08332.17        51    4.9   0.0   1.1e+02    3.7   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_064.g1138.t1 -          CaMKII_AD            PF08332.17        51    4.9   2.8   2.1e+03   -0.4   0.0   4.6   9   0   0   9   9   9   0 -
SteCoeF_005.g806.t1  -          CaMKII_AD            PF08332.17        51    4.8   0.0   1.1e+02    3.7   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_082.g14.t1   -          CaMKII_AD            PF08332.17        52    4.8   0.1   2.7e+02    2.5   0.0   2.1   2   0   0   2   2   2   0 -
SteCoeF_130.g891.t1  -          CaMKII_AD            PF08332.17        52    4.8   0.2        71    4.4   0.2   1.3   1   0   0   1   1   1   0 -
SteCoeF_041.g316.t1  -          CaMKII_AD            PF08332.17        52    4.8   0.0   1.4e+02    3.4   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_059.g1178.t1 -          CaMKII_AD            PF08332.17        53    4.8   0.3        74    4.3   0.3   1.3   1   1   0   1   1   1   0 -
SteCoeF_038.g957.t1  -          CaMKII_AD            PF08332.17        53    4.8   0.0   1.3e+02    3.5   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_062.g447.t1  -          CaMKII_AD            PF08332.17        53    4.8   0.0        84    4.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_030.g1000.t1 -          CaMKII_AD            PF08332.17        54    4.8   0.5   2.5e+02    2.6   0.1   2.3   2   0   0   2   2   2   0 -
SteCoeF_035.g46.t1   -          CaMKII_AD            PF08332.17        54    4.8   0.0        65    4.5   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_161.g858.t1  -          CaMKII_AD            PF08332.17        54    4.8   1.2   4.7e+02    1.7   0.1   2.5   2   1   0   2   2   2   0 -
SteCoeF_100.g1161.t1 -          CaMKII_AD            PF08332.17        54    4.8   0.0   3.4e+02    2.2   0.0   2.2   1   1   2   3   3   3   0 -
SteCoeF_023.g219.t1  -          CaMKII_AD            PF08332.17        55    4.8   0.2   1.4e+02    3.4   0.2   1.6   1   0   0   1   1   1   0 -
SteCoeF_116.g265.t1  -          CaMKII_AD            PF08332.17        55    4.8   6.2   3.7e+03   -1.2   0.0   6.4  12   0   0  12  12  12   0 -
SteCoeF_041.g527.t1  -          CaMKII_AD            PF08332.17        55    4.8   0.0   7.7e+02    1.0   0.0   2.3   2   0   0   2   2   2   0 -
SteCoeF_117.g330.t1  -          CaMKII_AD            PF08332.17        56    4.7   0.4   3.2e+02    2.3   0.1   2.3   2   0   0   2   2   2   0 -
SteCoeF_076.g28.t1   -          CaMKII_AD            PF08332.17        56    4.7   0.6   4.9e+02    1.7   0.1   2.3   2   0   0   2   2   2   0 -
SteCoeF_107.g1102.t1 -          CaMKII_AD            PF08332.17        57    4.7   0.0   1.3e+02    3.5   0.0   1.6   1   1   0   1   1   1   0 -
SteCoeF_051.g258.t1  -          CaMKII_AD            PF08332.17        57    4.7   0.5   1.9e+02    3.0   0.5   1.9   1   0   0   1   1   1   0 -
SteCoeF_022.g927.t1  -          CaMKII_AD            PF08332.17        58    4.7   0.1   1.3e+02    3.6   0.1   1.6   1   0   0   1   1   1   0 -
SteCoeF_063.g861.t1  -          CaMKII_AD            PF08332.17        58    4.7   0.1   1.3e+02    3.6   0.1   1.6   1   0   0   1   1   1   0 -
SteCoeF_040.g67.t1   -          CaMKII_AD            PF08332.17        58    4.7   0.1   1.2e+02    3.7   0.1   1.4   1   0   0   1   1   1   0 -
SteCoeF_041.g355.t1  -          CaMKII_AD            PF08332.17        58    4.7   0.0   1.4e+02    3.4   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_130.g985.t1  -          CaMKII_AD            PF08332.17        59    4.6   0.0   1.7e+02    3.2   0.0   1.6   1   1   1   2   2   2   0 -
SteCoeF_033.g654.t1  -          CaMKII_AD            PF08332.17        59    4.6   0.0   2.1e+02    2.9   0.0   2.0   1   0   0   1   1   1   0 -
SteCoeF_007.g281.t1  -          CaMKII_AD            PF08332.17        60    4.6   0.0     3e+02    2.4   0.0   2.1   1   0   0   1   1   1   0 -
SteCoeF_011.g195.t1  -          CaMKII_AD            PF08332.17        60    4.6   0.3   4.5e+02    1.8   0.1   1.9   2   0   0   2   2   2   0 -
SteCoeF_166.g1016.t1 -          CaMKII_AD            PF08332.17        60    4.6   0.3   4.5e+02    1.8   0.1   1.9   2   0   0   2   2   2   0 -
SteCoeF_011.g34.t1   -          CaMKII_AD            PF08332.17        61    4.6   0.0   1.5e+02    3.3   0.0   1.6   1   0   0   1   1   1   0 -
SteCoeF_047.g644.t1  -          CaMKII_AD            PF08332.17        61    4.6   0.0        61    4.6   0.0   1.1   1   0   0   1   1   1   0 -
SteCoeF_140.g886.t1  -          CaMKII_AD            PF08332.17        62    4.6   0.0        84    4.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_028.g491.t1  -          CaMKII_AD            PF08332.17        62    4.6   0.3   2.4e+02    2.7   0.1   2.0   2   0   0   2   2   2   0 -
SteCoeF_080.g974.t1  -          CaMKII_AD            PF08332.17        62    4.6   0.0   1.8e+02    3.1   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_161.g860.t1  -          CaMKII_AD            PF08332.17        63    4.5   0.6   3.6e+02    2.1   0.1   2.5   2   1   1   3   3   3   0 -
SteCoeF_005.g776.t1  -          CaMKII_AD            PF08332.17        64    4.5   0.0   5.3e+02    1.6   0.0   2.5   2   0   0   2   2   2   0 -
SteCoeF_085.g730.t1  -          CaMKII_AD            PF08332.17        64    4.5   0.1   1.5e+02    3.3   0.1   1.5   1   1   0   1   1   1   0 -
SteCoeF_074.g893.t1  -          CaMKII_AD            PF08332.17        64    4.5   0.3   2.2e+03   -0.4   0.0   3.2   5   0   0   5   5   5   0 -
SteCoeF_106.g872.t1  -          CaMKII_AD            PF08332.17        64    4.5   0.1   1.9e+02    3.0   0.1   1.7   1   0   0   1   1   1   0 -
SteCoeF_032.g395.t1  -          CaMKII_AD            PF08332.17        64    4.5   0.1   1.5e+02    3.3   0.1   1.6   1   0   0   1   1   1   0 -
SteCoeF_027.g56.t1   -          CaMKII_AD            PF08332.17        65    4.5   0.1   1.3e+02    3.5   0.1   1.5   1   0   0   1   1   1   0 -
SteCoeF_083.g403.t1  -          CaMKII_AD            PF08332.17        65    4.5   0.1        70    4.4   0.1   1.2   1   0   0   1   1   1   0 -
SteCoeF_002.g626.t1  -          CaMKII_AD            PF08332.17        65    4.5   1.2   5.3e+02    1.6   0.0   2.6   2   1   0   2   2   2   0 -
SteCoeF_097.g569.t1  -          CaMKII_AD            PF08332.17        65    4.5   0.8   3.1e+02    2.3   0.1   2.4   2   0   0   2   2   2   0 -
SteCoeF_121.g821.t1  -          CaMKII_AD            PF08332.17        66    4.5   0.0   5.9e+02    1.4   0.0   2.1   2   0   0   2   2   2   0 -
SteCoeF_041.g333.t1  -          CaMKII_AD            PF08332.17        66    4.5   0.2        99    3.9   0.2   1.3   1   0   0   1   1   1   0 -
SteCoeF_050.g7.t1    -          CaMKII_AD            PF08332.17        66    4.5   0.1   4.7e+02    1.7   0.0   2.1   2   0   0   2   2   2   0 -
SteCoeF_022.g1095.t1 -          CaMKII_AD            PF08332.17        66    4.5   0.2   2.6e+02    2.6   0.1   2.1   1   1   0   1   1   1   0 -
SteCoeF_060.g151.t1  -          CaMKII_AD            PF08332.17        66    4.5   0.8   4.1e+02    1.9   0.1   2.4   2   0   0   2   2   2   0 -
SteCoeF_049.g1058.t1 -          CaMKII_AD            PF08332.17        67    4.5   0.0   1.5e+02    3.4   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_045.g119.t1  -          CaMKII_AD            PF08332.17        67    4.5   0.1   1.4e+02    3.4   0.0   1.4   1   1   0   1   1   1   0 -
SteCoeF_119.g560.t1  -          CaMKII_AD            PF08332.17        67    4.5   0.6   3.8e+02    2.0   0.1   1.7   1   1   1   2   2   2   0 -
SteCoeF_011.g185.t1  -          CaMKII_AD            PF08332.17        67    4.5   0.0   6.6e+02    1.2   0.0   1.8   1   1   1   2   2   2   0 -
SteCoeF_080.g801.t1  -          CaMKII_AD            PF08332.17        67    4.5   1.2   1.6e+03    0.0   0.0   3.5   5   0   0   5   5   5   0 -
SteCoeF_145.g70.t1   -          CaMKII_AD            PF08332.17        68    4.5   0.0        86    4.1   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_037.g523.t1  -          CaMKII_AD            PF08332.17        68    4.4   0.3   5.4e+02    1.5   0.1   2.4   2   0   0   2   2   2   0 -
SteCoeF_040.g73.t1   -          CaMKII_AD            PF08332.17        68    4.4   0.0   1.9e+02    3.0   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_013.g631.t1  -          CaMKII_AD            PF08332.17        69    4.4   0.1   3.8e+02    2.0   0.0   2.2   2   0   0   2   2   2   0 -
SteCoeF_021.g807.t1  -          CaMKII_AD            PF08332.17        70    4.4   0.2   4.9e+02    1.7   0.0   2.2   2   0   0   2   2   2   0 -
SteCoeF_049.g1250.t1 -          CaMKII_AD            PF08332.17        70    4.4   0.0   2.3e+02    2.7   0.0   1.8   1   0   0   1   1   1   0 -
SteCoeF_152.g487.t1  -          CaMKII_AD            PF08332.17        71    4.4   0.0   8.5e+02    0.9   0.0   2.1   2   1   0   2   2   2   0 -
SteCoeF_151.g397.t1  -          CaMKII_AD            PF08332.17        71    4.4   5.1        31    5.5   0.1   2.7   3   0   0   3   3   3   0 -
SteCoeF_053.g751.t1  -          CaMKII_AD            PF08332.17        71    4.4   0.0        95    4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_137.g589.t1  -          CaMKII_AD            PF08332.17        72    4.4   0.0     2e+02    2.9   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_119.g683.t1  -          CaMKII_AD            PF08332.17        72    4.4   0.0        90    4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_039.g1080.t1 -          CaMKII_AD            PF08332.17        72    4.4   0.0   2.9e+02    2.4   0.0   2.0   2   0   0   2   2   2   0 -
SteCoeF_004.g351.t1  -          CaMKII_AD            PF08332.17        72    4.4   0.0   1.6e+02    3.3   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_149.g295.t1  -          CaMKII_AD            PF08332.17        73    4.3   1.1   2.6e+02    2.6   0.3   2.3   2   0   0   2   2   2   0 -
SteCoeF_093.g1031.t1 -          CaMKII_AD            PF08332.17        73    4.3   0.0   3.5e+02    2.1   0.0   2.1   1   0   0   1   1   1   0 -
SteCoeF_036.g267.t1  -          CaMKII_AD            PF08332.17        74    4.3   0.0   2.1e+02    2.9   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_067.g550.t1  -          CaMKII_AD            PF08332.17        74    4.3   0.1   1.2e+02    3.6   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_039.g1109.t1 -          CaMKII_AD            PF08332.17        74    4.3   0.0   2.1e+02    2.8   0.0   1.8   1   0   0   1   1   1   0 -
SteCoeF_090.g492.t1  -          CaMKII_AD            PF08332.17        75    4.3   0.0     2e+02    2.9   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_052.g502.t1  -          CaMKII_AD            PF08332.17        75    4.3   0.0   2.5e+02    2.6   0.0   1.9   1   0   0   1   1   1   0 -
SteCoeF_081.g1121.t1 -          CaMKII_AD            PF08332.17        75    4.3   0.9     7e+02    1.2   0.1   2.6   1   1   2   4   4   4   0 -
SteCoeF_067.g661.t1  -          CaMKII_AD            PF08332.17        75    4.3   0.1   2.7e+02    2.5   0.0   1.8   1   1   0   1   1   1   0 -
SteCoeF_105.g710.t1  -          CaMKII_AD            PF08332.17        76    4.3   0.1   6.3e+02    1.3   0.0   2.1   2   0   0   2   2   2   0 -
SteCoeF_009.g938.t1  -          CaMKII_AD            PF08332.17        76    4.3   0.5   1.4e+02    3.5   0.5   1.5   1   0   0   1   1   1   0 -
SteCoeF_127.g552.t1  -          CaMKII_AD            PF08332.17        76    4.3   0.1   2.7e+02    2.5   0.0   1.9   2   0   0   2   2   2   0 -
SteCoeF_104.g676.t1  -          CaMKII_AD            PF08332.17        76    4.3   0.0   1.6e+02    3.2   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_114.g1014.t1 -          CaMKII_AD            PF08332.17        76    4.3   0.1   1.1e+03    0.5   0.0   2.7   1   1   1   2   2   2   0 -
SteCoeF_125.g383.t1  -          CaMKII_AD            PF08332.17        76    4.3   2.0   6.7e+02    1.2   0.1   2.8   2   1   0   2   2   2   0 -
SteCoeF_067.g568.t1  -          CaMKII_AD            PF08332.17        76    4.3   0.3   9.7e+02    0.7   0.0   2.7   3   0   0   3   3   3   0 -
SteCoeF_030.g962.t1  -          CaMKII_AD            PF08332.17        76    4.3   0.1   4.6e+02    1.8   0.0   2.2   2   0   0   2   2   2   0 -
SteCoeF_054.g1185.t1 -          CaMKII_AD            PF08332.17        76    4.3   0.7     6e+02    1.4   0.0   2.4   2   1   0   3   3   3   0 -
SteCoeF_083.g242.t1  -          CaMKII_AD            PF08332.17        77    4.3   0.1   1.3e+02    3.5   0.1   1.4   1   1   0   1   1   1   0 -
SteCoeF_129.g869.t1  -          CaMKII_AD            PF08332.17        77    4.3   0.1   1.1e+02    3.8   0.1   1.2   1   0   0   1   1   1   0 -
SteCoeF_018.g1050.t1 -          CaMKII_AD            PF08332.17        77    4.3   0.4   2.6e+02    2.6   0.1   2.1   2   0   0   2   2   2   0 -
SteCoeF_065.g114.t1  -          CaMKII_AD            PF08332.17        77    4.3   0.2   3.2e+02    2.3   0.1   2.0   2   0   0   2   2   2   0 -
SteCoeF_118.g519.t1  -          CaMKII_AD            PF08332.17        78    4.3   0.1   2.8e+02    2.5   0.0   1.8   2   0   0   2   2   2   0 -
SteCoeF_115.g38.t1   -          CaMKII_AD            PF08332.17        78    4.2   0.2   5.5e+02    1.5   0.0   2.5   2   0   0   2   2   2   0 -
SteCoeF_073.g670.t1  -          CaMKII_AD            PF08332.17        78    4.2   0.0   1.1e+02    3.7   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_074.g966.t1  -          CaMKII_AD            PF08332.17        79    4.2   0.4   3.6e+02    2.1   0.0   2.2   2   0   0   2   2   2   0 -
SteCoeF_062.g622.t1  -          CaMKII_AD            PF08332.17        79    4.2   0.1        97    3.9   0.1   1.2   1   0   0   1   1   1   0 -
SteCoeF_025.g797.t1  -          CaMKII_AD            PF08332.17        79    4.2   1.8   5.7e+02    1.4   0.3   2.8   2   0   0   2   2   2   0 -
SteCoeF_080.g864.t1  -          CaMKII_AD            PF08332.17        80    4.2   0.1   1.3e+02    3.6   0.1   1.4   1   0   0   1   1   1   0 -
SteCoeF_014.g906.t1  -          CaMKII_AD            PF08332.17        80    4.2   0.1   1.2e+02    3.6   0.1   1.3   1   0   0   1   1   1   0 -
SteCoeF_080.g896.t1  -          CaMKII_AD            PF08332.17        80    4.2   0.9   8.1e+02    1.0   0.1   2.9   3   0   0   3   3   3   0 -
SteCoeF_047.g530.t1  -          CaMKII_AD            PF08332.17        80    4.2   0.4   3.2e+02    2.3   0.0   2.1   2   0   0   2   2   2   0 -
SteCoeF_094.g37.t1   -          CaMKII_AD            PF08332.17        80    4.2   0.2   2.2e+02    2.8   0.2   1.7   1   0   0   1   1   1   0 -
SteCoeF_034.g932.t1  -          CaMKII_AD            PF08332.17        80    4.2   3.5   5.4e+02    1.5   0.0   2.9   1   1   1   3   3   3   0 -
SteCoeF_060.g33.t1   -          CaMKII_AD            PF08332.17        80    4.2   0.1   3.8e+02    2.0   0.0   2.0   1   1   1   2   2   2   0 -
SteCoeF_141.g932.t1  -          CaMKII_AD            PF08332.17        80    4.2   0.0   2.8e+02    2.4   0.0   1.7   1   1   1   2   2   2   0 -
SteCoeF_119.g664.t1  -          CaMKII_AD            PF08332.17        81    4.2   0.0   3.2e+02    2.3   0.0   2.0   1   0   0   1   1   1   0 -
SteCoeF_013.g737.t1  -          CaMKII_AD            PF08332.17        81    4.2   0.0   2.5e+02    2.6   0.0   1.8   1   0   0   1   1   1   0 -
SteCoeF_038.g867.t1  -          CaMKII_AD            PF08332.17        81    4.2   0.0   4.4e+02    1.8   0.0   1.9   2   0   0   2   2   2   0 -
SteCoeF_049.g1104.t1 -          CaMKII_AD            PF08332.17        81    4.2   0.1   1.2e+03    0.4   0.0   2.3   2   0   0   2   2   2   0 -
SteCoeF_035.g62.t1   -          CaMKII_AD            PF08332.17        81    4.2   0.0   1.5e+02    3.4   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_029.g552.t1  -          CaMKII_AD            PF08332.17        81    4.2   0.1   3.4e+02    2.2   0.0   1.8   2   0   0   2   2   2   0 -
SteCoeF_073.g805.t1  -          CaMKII_AD            PF08332.17        82    4.2   0.2   2.9e+02    2.4   0.0   1.9   2   0   0   2   2   2   0 -
SteCoeF_002.g670.t1  -          CaMKII_AD            PF08332.17        82    4.2   0.0   1.5e+02    3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_121.g930.t1  -          CaMKII_AD            PF08332.17        82    4.2   0.0     2e+02    2.9   0.0   1.6   1   0   0   1   1   1   0 -
SteCoeF_088.g31.t1   -          CaMKII_AD            PF08332.17        83    4.2   0.0   3.5e+02    2.1   0.0   2.0   1   0   0   1   1   1   0 -
SteCoeF_162.g904.t1  -          CaMKII_AD            PF08332.17        83    4.2   1.5   2.3e+02    2.7   0.8   2.1   1   1   1   2   2   2   0 -
SteCoeF_113.g947.t1  -          CaMKII_AD            PF08332.17        84    4.1   0.1   3.2e+02    2.3   0.1   1.9   1   0   0   1   1   1   0 -
SteCoeF_025.g585.t1  -          CaMKII_AD            PF08332.17        84    4.1   0.0   3.5e+02    2.1   0.0   1.9   2   0   0   2   2   2   0 -
SteCoeF_072.g509.t1  -          CaMKII_AD            PF08332.17        84    4.1   0.0   1.4e+02    3.5   0.0   1.4   1   0   0   1   1   1   0 -
